en,cs,description,file,hash
Templates,Šablony,,site/modules/Ichiban/ProcessIchiban.module.php,7df96b18c230f90ada0a9e2307226338
Property,Majetek,,site/modules/Ichiban/ProcessIchiban.module.php,5ad234cb2cde4266195252a23ca7d84e
Add property,Přidat vlastnost,,site/modules/Ichiban/ProcessIchiban.module.php,9820ade036bf1bdf80c0b7da24a4ce0a
"Use sources like field:title, field:summary|truncate:160, {legacy_field}, custom text, or empty string.","Použijte zdroje jako field:title, field:summary|truncate:160, {legacy_field}, vlastní text nebo prázdný řetězec.",,site/modules/Ichiban/ProcessIchiban.module.php,5d5850034cd862f5ad9ac01d88e8737a
Choose property,Vyberte nemovitost,,site/modules/Ichiban/ProcessIchiban.module.php,832f6c69c10f614bfc3f39fca3fa79a3
Settings,Nastavení,,site/modules/Ichiban/ProcessIchiban.module.php,f4f70727dc34561dfde1a3c529b6205c
SEO Settings,Nastavení SEO,,site/modules/Ichiban/ProcessIchiban.module.php,f4569fc50347e757f158413dff3a219a
Settings saved.,Nastavení uloženo.,,site/modules/Ichiban/ProcessIchiban.module.php,9a7e58ee13cb727cb7c4acc68f4cafe5
IndexNow key file written to the site root.,Soubor klíče IndexNow zapsaný do kořenového adresáře webu.,,site/modules/Ichiban/ProcessIchiban.module.php,bbe9cac2bd7214dd42fa87c1d3310cca
"IndexNow key saved, but the key file could not be written. Create {key}.txt in the site root with the key as file content.","Klíč IndexNow byl uložen, ale soubor klíče nelze zapsat. Vytvořte {key}.txt v kořenovém adresáři webu s klíčem jako obsahem souboru.",,site/modules/Ichiban/ProcessIchiban.module.php,6dae63cfd122c66d6dc9c80f8e71e0c3
Generate IndexNow key,Vygenerujte klíč IndexNow,,site/modules/Ichiban/ProcessIchiban.module.php,fba9358e873c7da283059409a1aa5af4
Index not built.,Index není vytvořen.,,site/modules/Ichiban/ProcessIchiban.module.php,d72eeb9fd15cc6d09c7489cc5aaa2611
No duplicate Ichiban fields were found.,Nebyla nalezena žádná duplicitní pole Ichiban.,,site/modules/Ichiban/ProcessIchiban.module.php,0041723d30b258f7a5cbe7fda42a95b6
Could not determine which Ichiban fields to repair.,"Nelze určit, která pole Ichiban opravit.",,site/modules/Ichiban/ProcessIchiban.module.php,32b4780ab052a71a880cf77376d3b32c
Unsafe table name.,Nebezpečný název tabulky.,,site/modules/Ichiban/ProcessIchiban.module.php,bf2df6ddc3f272967c57ed6ea1e41651
Missing field name.,Chybí název pole.,,site/modules/Ichiban/ProcessIchiban.module.php,9cc245e7bd7598fb5b60e2de1879597e
"Field ""%s"" was not found.","Pole ""%s"" nebylo nalezeno.",,site/modules/Ichiban/ProcessIchiban.module.php,326a81e081d9f0197c9a82f2ae686307
"Field ""%s"" is not a SeoMaestro field.",Pole „%s“ není pole SeoMaestro.,,site/modules/Ichiban/ProcessIchiban.module.php,9ecc4264a15d5ee8894b4622e57655e1
FieldtypeIchiban is not installed.,FieldtypeIchiban není nainstalován.,,site/modules/Ichiban/ProcessIchiban.module.php,ddf369cb3c27c74e216cc807db87a695
Score,skóre,,site/modules/Ichiban/ProcessIchiban.module.php,5dd135d1bcfa7f63c3b7f25425c2a4a1
Missing OG image,Missing OG image,,site/modules/Ichiban/ProcessIchiban.module.php,d0cc96dfee8f0a3d92cee158a0808ab3
Title length outside target,Délka titulku mimo cíl,,site/modules/Ichiban/ProcessIchiban.module.php,5adb0ea06c1f6fc3f2a96949597abc05
Description length outside target,Délka popisu mimo cíl,,site/modules/Ichiban/ProcessIchiban.module.php,14b32568602c176efce371a11782b8a1
Noindex,Noindex,,site/modules/Ichiban/ProcessIchiban.module.php,0b2b0b3a80422bcea6470d347d39ae5b
Daily Trend,Denní trend,,site/modules/Ichiban/ProcessIchiban.module.php,532e811ecb99fabbb6d886d61b01be55
No Search Console rows available yet.,Zatím nejsou k dispozici žádné řádky Search Console.,,site/modules/Ichiban/ProcessIchiban.module.php,2b70900b3b0412f3e007cd806380a683
Never checked,Nikdy nekontrolováno,,site/modules/Ichiban/ProcessIchiban.module.php,a3ca6ea2e8305187403c445ea575b44f
"Checks a URL sample with Google URL Inspection API and groups non-indexed / problematic pages by coverage reason. Ichiban first uses Top Pages from Search Console for the last 28 days, then fills the sample with public ProcessWire pages sorted by path. This is a cached site scan, not Google’s full Page indexing aggregate report.","Kontroluje vzorek URL pomocí Google URL Inspection API a seskupuje neindexované / problematické stránky podle důvodu pokrytí. Ichiban nejprve použije Nejlepší stránky ze Search Console za posledních 28 dní, poté vyplní vzorek veřejnými stránkami ProcessWire seřazenými podle cesty. Toto je skenování webu v mezipaměti, nikoli úplný souhrnný přehled indexování stránek Google.",,site/modules/Ichiban/ProcessIchiban.module.php,dfef1b773586997dd81ab60a2891da12
Scan indexing issues,Problémy s indexováním skenování,,site/modules/Ichiban/ProcessIchiban.module.php,ac5bd2bb3ce576b744c2be7db31222c0
Open Page Indexing,Otevřete Indexování stránek,,site/modules/Ichiban/ProcessIchiban.module.php,e3847e7954abcf7cf678e942167aedec
Indexed,Indexováno,,site/modules/Ichiban/ProcessIchiban.module.php,cccd5fd8c8f59fe9373c56b1b951780c
Checked URLs,Zkontrolováno URLs,,site/modules/Ichiban/ProcessIchiban.module.php,904dbbd89baa6d1d2446e23cef059d50
Last scan,Poslední skenování,,site/modules/Ichiban/ProcessIchiban.module.php,5eb0c210307a8c254e190ca67c030910
"No indexing scan yet. Click Scan indexing issues to inspect Top Pages from Search Console first, then public ProcessWire pages if more URLs are needed.","Zatím bez skenování indexování. Klikněte na Skenovat problémy s indexováním a prohlédněte si nejprve hlavní stránky ze Search Console a poté veřejné stránky ProcessWire, pokud je potřeba více URLs.",,site/modules/Ichiban/ProcessIchiban.module.php,a10e2f97cdadc6e270037d18558d0c27
No indexing issues found in the checked URL sample.,V kontrolovaném vzorku URL nebyly nalezeny žádné problémy s indexováním.,,site/modules/Ichiban/ProcessIchiban.module.php,b756b124b0fad1cc25ca1133b192d724
Page / query,Stránka / dotaz,,site/modules/Ichiban/ProcessIchiban.module.php,3a3f4c0161d295393accbecac2bc428b
View all,Zobrazit vše,,site/modules/Ichiban/ProcessIchiban.module.php,0b4db271fc4624853e634ef6882ea8be
Impressions,Dojmy,,site/modules/Ichiban/ProcessIchiban.module.php,6cdec37eda6ac1eec892e4bf19aaa78c
CTR,CTR,,site/modules/Ichiban/ProcessIchiban.module.php,ff2a7a5418a49af64a57ef3cf31d7721
Position,Pozice,,site/modules/Ichiban/ProcessIchiban.module.php,52f5e0bc3859bc5f5e25130b6c7e8881
Edit,Upravit,,site/modules/Ichiban/ProcessIchiban.module.php,7dce122004969d56ae2e0245cb754d35
n/a,n/a,,site/modules/Ichiban/ProcessIchiban.module.php,274b68192b056e268f128ff63bfcd4a4
%s rows,Řádky %s,,site/modules/Ichiban/ProcessIchiban.module.php,4a79f8950c64f34c7a1775ba32a63c33
Last updated %s,Poslední aktualizace %s,,site/modules/Ichiban/ProcessIchiban.module.php,8ce8cbf23b58eb6bd25d8f6656ccb3c7
Last updated unavailable,Poslední aktualizace není k dispozici,,site/modules/Ichiban/ProcessIchiban.module.php,bcb32f4e876af737c79fdfe0d0604b4e
Disconnect GSC,Odpojte GSC,,site/modules/Ichiban/ProcessIchiban.module.php,a87147a0aa4632b246a3373c114f35e3
Country,země,,site/modules/Ichiban/ProcessIchiban.module.php,59716c97497eb9694541f7c3d37b1a4d
Device,Zařízení,,site/modules/Ichiban/ProcessIchiban.module.php,e0ac20adce6ffee48c7151b070aa5737
Social,Sociální,,site/modules/Ichiban/InputfieldIchiban.module.php,f431e17ea0081a3c9e51fc240221ee21
Search result fields,Pole výsledků vyhledávání,,site/modules/Ichiban/InputfieldIchiban.module.php,50ddcee6d670e0f82652c53fe4ee846d
Meta Title,Název metadat,,site/modules/Ichiban/InputfieldIchiban.module.php,c4144f455327c502b8916e1556478ad7
Meta Description,Popis metadat,,site/modules/Ichiban/InputfieldIchiban.module.php,81a35ec1dc4a194f938b211a86a57826
Canonical URL,Kanonický URL,,site/modules/Ichiban/InputfieldIchiban.module.php,ee096b45f2e0dcd83771ea27b049c76a
Noindex,Noindex,,site/modules/Ichiban/InputfieldIchiban.module.php,0b2b0b3a80422bcea6470d347d39ae5b
Nofollow,Nofollow,,site/modules/Ichiban/InputfieldIchiban.module.php,ded50d13cb30cf23b301590bd0d1605a
Open Graph,Open Graph,,site/modules/Ichiban/InputfieldIchiban.module.php,9d003c21ab5fb8409c51e901aed5576d
OG Type,Typ OG,,site/modules/Ichiban/InputfieldIchiban.module.php,81df20e18c231f5d495009c42749d511
Controls the Open Graph object type shared to social networks.,Ovládá typ objektu Open Graph sdílený se sociálními sítěmi.,,site/modules/Ichiban/InputfieldIchiban.module.php,97087059c324ab1880fe4c87e022b3ae
OG Title,Název OG,,site/modules/Ichiban/InputfieldIchiban.module.php,d99b661dd6dc723e9a1e70b594155cac
OG Description,Popis OG,,site/modules/Ichiban/InputfieldIchiban.module.php,ba6f9c249f327d5a9c5583435db25fe4
OG Image URL,OG Obrázek URL,,site/modules/Ichiban/InputfieldIchiban.module.php,516ef25bab3cd7ec09e6bd057ca4ac36
OG Image Alt,OG Obrázek Alt,,site/modules/Ichiban/InputfieldIchiban.module.php,8dcac293ef065a190312745716f1949b
Twitter / X,Twitter / X,,site/modules/Ichiban/InputfieldIchiban.module.php,d7408a4f398e73504921481b9e3ba03d
Card Type,Typ karty,,site/modules/Ichiban/InputfieldIchiban.module.php,379c80c789f0f3e0165b5e6d5df839ca
Large image cards usually perform better for editorial and marketing pages.,Velké obrázkové karty obvykle fungují lépe pro redakční a marketingové stránky.,,site/modules/Ichiban/InputfieldIchiban.module.php,73c2d1e0aa38e6714fe6825753c36c43
Twitter Creator Handle,Úchyt pro tvůrce Twitteru,,site/modules/Ichiban/InputfieldIchiban.module.php,050dfaab05f8bd1f430f7ddb1ab9063b
Structured data,Strukturovaná data,,site/modules/Ichiban/InputfieldIchiban.module.php,09c0d35fcf533a857f668781e02c37a3
Schema Type,Typ schématu,,site/modules/Ichiban/InputfieldIchiban.module.php,7c326ab5625a20ebb1aae5587445df0c
Use a standard Schema.org type or pick one of the custom schemas created in SEO > Schemas.,Použijte standardní typ Schema.org nebo vyberte jedno z vlastních schémat vytvořených v SEO > Schémata.,,site/modules/Ichiban/InputfieldIchiban.module.php,abd3083eb1a2c4a52cc5ddc596ae0b5d
Generated output,Generovaný výstup,,site/modules/Ichiban/InputfieldIchiban.module.php,2cfad7e59fdae5fdfa5dcf1e7d1e3547
Sitemap entry,Vstup do souboru Sitemap,,site/modules/Ichiban/InputfieldIchiban.module.php,2fa7940a68a52311fe8cda9dceca0ace
Include in sitemap,Zahrnout do mapy webu,,site/modules/Ichiban/InputfieldIchiban.module.php,7eee18c19b6134e236eaf0f746d85dbc
Priority,Priorita,,site/modules/Ichiban/InputfieldIchiban.module.php,502996d9790340c5fd7b86a5b93b1c9f
Relative importance within this site. Most pages should stay around 0.5.,"Relativní význam v rámci tohoto webu. Většina stránek by měla zůstat kolem 0,5.",,site/modules/Ichiban/InputfieldIchiban.module.php,8eef456badfbc68db9f93710dae19027
Change Frequency,Změna frekvence,,site/modules/Ichiban/InputfieldIchiban.module.php,97c92636698e4eabcdf690f54f635736
Crawler hint for how often the content usually changes.,"Nápověda prohledávače, jak často se obsah obvykle mění.",,site/modules/Ichiban/InputfieldIchiban.module.php,a8f0d926093b7abc9cc1985af59b6867
Advanced overrides,Pokročilé přepisy,,site/modules/Ichiban/InputfieldIchiban.module.php,7ca5fec96962e7f4af3cc632aee6e528
Custom robots meta value,Vlastní metahodnota robotů,,site/modules/Ichiban/InputfieldIchiban.module.php,44338653285d0c8c995a04d0a03c0244
JSON-LD Override (raw),Přepsání JSON-LD (raw),,site/modules/Ichiban/InputfieldIchiban.module.php,e529aba5e4a658374492d899d3946ba5
Inherit,Zdědit,,site/modules/Ichiban/InputfieldIchiban.module.php,c49484faf79e2388b580e49444d6ac11
Resolved value:,Vyřešená hodnota:,,site/modules/Ichiban/InputfieldIchiban.module.php,d37a38eba893a152b803c75f1c6c67ce
Resolved image:,Vyřešený obrázek:,,site/modules/Ichiban/InputfieldIchiban.module.php,d7264a6cb9bb2c41ef3429d62bea5751
Standard types,Standardní typy,,site/modules/Ichiban/InputfieldIchiban.module.php,44a9f9fb0401514013da912151aea276
None,žádný,,site/modules/Ichiban/InputfieldIchiban.module.php,6adf97f83acf6453d4a6a4b1070f3754
Untitled page,Stránka bez názvu,,site/modules/Ichiban/InputfieldIchiban.module.php,fa1cfd16c02fcf7dcdc1a89d1797a180
Google preview,Náhled Google,,site/modules/Ichiban/InputfieldIchiban.module.php,988fc1f9d539c60940b54c2109ea8cb7
Desktop,Desktop,,site/modules/Ichiban/InputfieldIchiban.module.php,2310408a63388fe57e3a4177168a8798
Mobile,Mobilní,,site/modules/Ichiban/InputfieldIchiban.module.php,87d17f4624a514e81dc7c8e016a7405c
Social preview,Sociální náhled,,site/modules/Ichiban/InputfieldIchiban.module.php,b92fa9bb09c164e16236195681e21eea
Add a meta description to preview the search result snippet.,"Chcete-li zobrazit náhled fragmentu výsledku vyhledávání, přidejte metadescription.",,site/modules/Ichiban/InputfieldIchiban.module.php,f2f3931d6ecf4e9a1f56bd7ed0963ce8
SEO Revision History,SEO Historie revizí,,site/modules/Ichiban/InputfieldIchiban.module.php,ae1984b085f99a9075b018a76d61758c
Date,Datum,,site/modules/Ichiban/InputfieldIchiban.module.php,44749712dbec183e983dcd78a7736c41
Restore,Obnovit,,site/modules/Ichiban/InputfieldIchiban.module.php,2bd339d85ee3b33e513359ce781b60cc
Search Performance,Výkon vyhledávání,,site/modules/Ichiban/InputfieldIchiban.module.php,a3d2707eb9827cf51524254b7592563e
Loading…,Načítání…,,site/modules/Ichiban/InputfieldIchiban.module.php,5f02f05c744a0f875aebb8625ae1486f
AI is not configured. Configure Context AI Gateway or enable Ichiban OpenRouter settings.,AI není nakonfigurováno. Nakonfigurujte Kontextovou bránu AI nebo povolte nastavení Ichiban OpenRouter.,,site/modules/Ichiban/src/Ai/OpenRouter.php,a7f69b7b79cba57ca64958adecdc3d09
PHP cURL extension is required for OpenRouter requests.,Pro požadavky OpenRouter je vyžadováno rozšíření PHP cURL.,,site/modules/Ichiban/src/Ai/OpenRouter.php,1f578f56e436249918ecae91aba4ef00
AI request has no messages.,Požadavek AI neobsahuje žádné zprávy.,,site/modules/Ichiban/src/Ai/OpenRouter.php,b53008ced2d9f60aafa257d62da576ba
OpenRouter returned no visible text before the output token limit was reached. Increase Max tokens or shorten the Context export sent with the request.,OpenRouter nevrátil žádný viditelný text před dosažením limitu výstupního tokenu. Zvyšte maximální počet tokenů nebo zkraťte kontextový export odeslaný s požadavkem.,,site/modules/Ichiban/src/Ai/OpenRouter.php,07b1c46ba1964bc7e6e2e2055be44f0c
OpenRouter returned an empty message body. Finish reason: %s. Output tokens: %d.,OpenRouter vrátil prázdné tělo zprávy. Důvod dokončení: %s. Výstupní tokeny: %d.,,site/modules/Ichiban/src/Ai/OpenRouter.php,7014e5abd75742d344a16417650f7350
OpenRouter returned an empty message body with no finish reason. Output tokens: %d.,OpenRouter vrátil prázdné tělo zprávy bez důvodu ukončení. Výstupní tokeny: %d.,,site/modules/Ichiban/src/Ai/OpenRouter.php,fb49455c629e0ba082d078aef3dee2c0
